timestamp,output_dir,run_id,status_available,startup_status,full_pass_pending,pending_until_first_pass,current_run_metrics_trusted,active_run_dirs,supervisor_groups_file,observed_roots,last_completed_full_pass_at,last_state_update_at,last_current_run_triage_completed_at,latest_completed_monitor_pass_at,minutes_since_completed_full_pass,minutes_since_state_update,latest_completed_duplicate_share_current,latest_completed_summary_startup_failures,current_run_signatures,current_run_actionable_signatures,current_run_product_evidence_signatures,current_run_top_duplicate_share
2026-05-21T19:20:56Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T184706Z,run-20260521T184706Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T19:20:56Z,2026-05-21T19:20:56Z,NA,2026-05-21T19:20:56Z,0,0,1,0,1,1,1,1
2026-05-21T19:25:54Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T184706Z,run-20260521T184706Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T19:25:39Z,2026-05-21T19:25:39Z,NA,2026-05-21T19:25:39Z,0.26523333390553794,0.26523333390553794,0,0,0,0,0,0
2026-05-21T19:31:58Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T184706Z,run-20260521T184706Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T19:31:58Z,2026-05-21T19:31:58Z,NA,2026-05-21T19:31:58Z,0,0,0,0,0,0,0,0
2026-05-21T19:32:54Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T184706Z,run-20260521T184706Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T19:31:58Z,2026-05-21T19:31:58Z,NA,2026-05-21T19:31:58Z,0.9379833300908408,0.9379833300908408,0,0,0,0,0,0
2026-05-21T19:50:13Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T194316Z,run-20260521T194316Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T19:49:48Z,2026-05-21T19:49:48Z,NA,2026-05-21T19:49:48Z,0.41981666882832847,0.41981666882832847,0,0,0,0,0,0
2026-05-21T19:58:33Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T195222Z,run-20260521T195222Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T19:58:28Z,2026-05-21T19:58:28Z,NA,2026-05-21T19:58:28Z,0.07346666653951009,0.07346666653951009,0,0,0,0,0,0
2026-05-21T20:05:12Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T200045Z,run-20260521T200045Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T20:05:12Z,2026-05-21T20:05:12Z,NA,2026-05-21T20:05:12Z,0,0,0,0,0,0,0,0
2026-05-21T20:11:53Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T200903Z,run-20260521T200903Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T20:11:53Z,2026-05-21T20:11:53Z,NA,2026-05-21T20:11:53Z,0,0,1,0,1,1,1,1
2026-05-21T20:18:19Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T200903Z,run-20260521T200903Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T20:16:56Z,2026-05-21T20:16:56Z,NA,2026-05-21T20:16:56Z,1.3819999972979229,1.3819999972979229,0,0,0,0,0,0
2026-05-21T20:28:02Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T202349Z,run-20260521T202349Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T20:27:57Z,2026-05-21T20:27:57Z,NA,2026-05-21T20:27:57Z,0.08206666707992553,0.08206666707992553,0,0,0,0,0,0
2026-05-21T20:40:15Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T203805Z,run-20260521T203805Z,TRUE,monitor started; full coverage pass pending,TRUE,TRUE,FALSE,1,4,21,NA,NA,NA,2026-05-21T20:34:33Z,NA,NA,0,0,NA,NA,NA,NA
2026-05-21T20:48:23Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T204514Z,run-20260521T204514Z,TRUE,monitor started; full coverage pass pending,TRUE,TRUE,FALSE,0,7,21,2026-05-21T20:41:15Z,2026-05-21T20:41:15Z,NA,2026-05-21T20:41:15Z,7.133616669972738,7.133616669972738,0,0,NA,NA,NA,NA
2026-05-21T20:56:02Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T205041Z,run-20260521T205041Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T20:56:02Z,2026-05-21T20:56:02Z,NA,2026-05-21T20:56:02Z,0,0,0,0,0,0,0,0
2026-05-21T21:02:50Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T205928Z,run-20260521T205928Z,TRUE,monitor started; full coverage pass pending,TRUE,TRUE,FALSE,1,4,21,NA,NA,NA,2026-05-21T20:56:02Z,NA,NA,0,0,NA,NA,NA,NA
2026-05-21T21:10:50Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T205928Z,run-20260521T205928Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T21:06:48Z,2026-05-21T21:06:48Z,NA,2026-05-21T21:06:48Z,4.043783330917359,4.043783330917359,1,0,1,1,1,1
2026-05-21T21:22:42Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T211214Z,run-20260521T211214Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T21:19:15Z,2026-05-21T21:19:15Z,NA,2026-05-21T21:19:15Z,3.4477999965349833,3.4477999965349833,0.5,0,2,2,2,0.5
2026-05-21T21:33:04Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T212932Z,run-20260521T212932Z,TRUE,monitor started; full coverage pass pending,TRUE,TRUE,FALSE,0,2,21,NA,NA,NA,2026-05-21T21:27:41Z,NA,NA,0,0,NA,NA,NA,NA
2026-05-21T21:42:04Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T212932Z,run-20260521T212932Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T21:41:30Z,2026-05-21T21:41:30Z,NA,2026-05-21T21:41:30Z,0.5556666652361552,0.5556666652361552,1,0,1,1,1,1
2026-05-21T21:50:06Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T212932Z,run-20260521T212932Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T21:46:40Z,2026-05-21T21:46:40Z,NA,2026-05-21T21:46:40Z,3.4208166639010114,3.4208166639010114,0,0,0,0,0,0
2026-05-21T21:57:06Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T212932Z,run-20260521T212932Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T21:51:58Z,2026-05-21T21:51:58Z,NA,2026-05-21T21:51:58Z,5.1291000008583065,5.1291000008583065,0,0,0,0,0,0
2026-05-21T22:05:10Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T212932Z,run-20260521T212932Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T21:59:20Z,2026-05-21T21:59:20Z,NA,2026-05-21T21:59:20Z,5.824083336194357,5.824083336194357,0,0,0,0,0,0
2026-05-21T22:13:12Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T221043Z,run-20260521T221043Z,TRUE,monitor started; full coverage pass pending,TRUE,TRUE,FALSE,1,4,21,NA,NA,NA,2026-05-21T22:05:21Z,NA,NA,0,0,NA,NA,NA,NA
2026-05-21T22:21:12Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T221043Z,run-20260521T221043Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T22:19:25Z,2026-05-21T22:19:25Z,NA,2026-05-21T22:19:25Z,1.786649998029073,1.786649998029073,1,0,1,1,1,1
2026-05-21T22:29:49Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T222330Z,run-20260521T222330Z,TRUE,monitor started; full coverage pass pending,TRUE,TRUE,FALSE,5,6,21,NA,NA,NA,2026-05-21T22:19:25Z,NA,NA,1,0,NA,NA,NA,NA
2026-05-21T22:38:41Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T223427Z,run-20260521T223427Z,TRUE,monitor started; full coverage pass pending,TRUE,TRUE,FALSE,2,5,21,NA,NA,NA,2026-05-21T22:32:20Z,NA,NA,1,0,NA,NA,NA,NA
2026-05-21T22:45:17Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T224443Z,run-20260521T224443Z,TRUE,monitor started; full coverage pass pending,TRUE,TRUE,FALSE,0,NA,21,NA,NA,NA,2026-05-21T22:44:05Z,NA,NA,1,0,NA,NA,NA,NA
2026-05-21T22:53:17Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T224443Z,run-20260521T224443Z,TRUE,monitor started; full coverage pass pending,TRUE,TRUE,FALSE,4,5,21,NA,NA,NA,2026-05-21T22:44:05Z,NA,NA,1,0,NA,NA,NA,NA
2026-05-21T22:59:17Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T224443Z,run-20260521T224443Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T22:55:09Z,2026-05-21T22:55:09Z,NA,2026-05-21T22:55:10Z,4.1331833322842915,4.1331833322842915,1,0,1,1,1,1
2026-05-21T23:07:04Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T225940Z,run-20260521T225940Z,TRUE,monitor started; full coverage pass pending,TRUE,TRUE,FALSE,5,5,21,NA,NA,NA,2026-05-21T22:55:10Z,NA,NA,1,0,NA,NA,NA,NA
2026-05-21T23:14:33Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T231312Z,run-20260521T231312Z,TRUE,monitor started; full coverage pass pending,TRUE,TRUE,FALSE,0,5,21,NA,NA,NA,2026-05-21T23:11:29Z,NA,NA,0.3333,0,NA,NA,NA,NA
2026-05-21T23:23:33Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T231312Z,run-20260521T231312Z,TRUE,monitor started; full coverage pass pending,TRUE,TRUE,FALSE,5,5,21,NA,NA,NA,2026-05-21T23:11:29Z,NA,NA,0.3333,0,NA,NA,NA,NA
2026-05-21T23:30:04Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T232531Z,run-20260521T232531Z,TRUE,monitor started; full coverage pass pending,TRUE,TRUE,FALSE,3,5,21,NA,NA,NA,2026-05-21T23:24:03Z,NA,NA,0.5,0,NA,NA,NA,NA
2026-05-21T23:36:04Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T232531Z,run-20260521T232531Z,TRUE,NA,FALSE,FALSE,TRUE,NA,NA,NA,2026-05-21T23:34:23Z,2026-05-21T23:34:23Z,NA,2026-05-21T23:34:23Z,1.6795833349227904,1.6795833349227904,1,0,1,1,1,1
2026-05-21T23:42:54Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T233827Z,run-20260521T233827Z,TRUE,monitor started; full coverage pass pending,TRUE,TRUE,FALSE,3,5,21,NA,NA,NA,2026-05-21T23:34:23Z,NA,NA,1,0,NA,NA,NA,NA
2026-05-21T23:49:41Z,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260521T234503Z,run-20260521T234503Z,TRUE,monitor started; full coverage pass pending,TRUE,TRUE,FALSE,2,5,21,NA,NA,NA,2026-05-21T23:34:23Z,NA,NA,1,0,NA,NA,NA,NA
